State,District,Population,Area,Density,Workplaces,Residential,Retail,Grocery,Parks,Stations,Air quality,Water accessibility,Thermal anomalies,Confirmed,Active,Hotspot,Growth Ratio
Madhya Pradesh,Dindori,704218,7427.0,94,-42,22,-77,-29,-67,-51,105,78.0,0,16,14,0,2.398875293967100
Madhya Pradesh,Guna,1240938,6485.0,194,-42,22,-77,-29,-67,-51,105,78.0,1,2,1,0,1.6487212707001300
Madhya Pradesh,Gwalior,2030543,5465.0,445,-42,22,-77,-29,-67,-51,105,78.0,0,117,75,0,1.8984269857318100
Madhya Pradesh,Harda,570302,3339.0,171,-42,22,-77,-29,-67,-51,105,78.0,0,3,0,0,1.0
Madhya Pradesh,Hoshangabad,1240975,6698.0,185,-42,22,-77,-29,-67,-51,105,78.0,0,37,0,1,1.0
Madhya Pradesh,Indore,3272335,3898.0,839,-42,22,-77,-29,-67,-51,105,78.0,0,3103,1502,1,1.622629036361390
Madhya Pradesh,Jabalpur,2460714,5210.0,472,-42,22,-77,-29,-67,-51,105,78.0,0,213,53,0,1.282519228688480
Madhya Pradesh,Jhabua,1024091,6782.0,285,-42,22,-77,-29,-67,-51,105,78.0,0,13,6,0,1.5865128974999700
Madhya Pradesh,Katni,1291684,4947.0,261,-42,22,-77,-29,-67,-51,105,78.0,0,0,0,0,1.0
Madhya Pradesh,Khandwa,1309443,7349.0,178,-42,22,-77,-29,-67,-51,105,78.0,0,232,36,0,1.1678592987994500
Madhya Pradesh,Khargone,1872413,8010.0,233,-42,22,-77,-29,-67,-51,105,78.0,1,119,16,1,1.1439117879080400
Madhya Pradesh,Mandla,1053522,5805.0,182,-42,22,-77,-29,-67,-51,105,78.0,0,2,0,0,1.0
Madhya Pradesh,Mandsaur,1339832,5530.0,242,-42,22,-77,-29,-67,-51,105,78.0,0,90,28,0,1.3649408728579000
Madhya Pradesh,Morena,1965137,4991.0,394,-42,22,-77,-29,-67,-51,105,78.0,0,85,54,1,1.8875772295975400
Madhya Pradesh,Narsinghpur,1092141,5133.0,213,-42,22,-77,-29,-67,-51,105,78.0,1,5,5,0,2.718281828459050
Madhya Pradesh,Neemuch,825958,4267.0,194,-42,22,-77,-29,-67,-51,105,78.0,0,90,40,0,1.5596234976067800
Madhya Pradesh,Panna,1016028,7135.0,142,-42,22,-77,-29,-67,-51,105,78.0,0,4,3,0,2.117000016612680
Madhya Pradesh,Raisen,1331699,8466.0,157,-42,22,-77,-29,-67,-51,105,78.0,0,68,1,0,1.0148145458516300
Madhya Pradesh,Rajgarh,1546541,6143.0,251,-42,22,-77,-29,-67,-51,105,78.0,0,3,3,0,2.718281828459050
Madhya Pradesh,Ratlam,1454483,4861.0,299,-42,22,-77,-29,-67,-51,105,78.0,0,31,4,0,1.137726824439090
Madhya Pradesh,Rewa,2363744,6314.0,374,-42,22,-77,-29,-67,-51,105,78.0,0,30,28,0,2.5429716378079500
Madhya Pradesh,Sagar,2378295,10252.0,272,-42,22,-77,-29,-67,-51,105,78.0,0,86,64,0,2.1047275872174800
Madhya Pradesh,Satna,2228619,7502.0,297,-42,22,-77,-29,-67,-51,105,78.0,0,14,8,0,1.770794952435160
Madhya Pradesh,Sehore,1311008,6578.0,199,-42,22,-77,-29,-67,-51,105,78.0,0,5,2,0,1.4918246976412700
Madhya Pradesh,Seoni,1378876,8758.0,157,-42,22,-77,-29,-67,-51,105,78.0,0,2,1,0,1.6487212707001300
Madhya Pradesh,Shahdol,1064989,6205.0,172,-42,22,-77,-29,-67,-51,105,78.0,0,7,4,0,1.770794952435160
Madhya Pradesh,Shajapur,1512353,6196.0,244,-42,22,-77,-29,-67,-51,105,78.0,0,9,1,0,1.1175190687418600
Madhya Pradesh,Sheopur,687952,6585.0,104,-42,22,-77,-29,-67,-51,105,78.0,0,6,2,0,1.3956124250860900
Madhya Pradesh,Shivpuri,1725818,10290.0,168,-42,22,-77,-29,-67,-51,105,78.0,0,6,3,0,1.6487212707001300
Madhya Pradesh,Sidhi,1126515,10520.0,232,-42,22,-77,-29,-67,-51,105,78.0,0,9,5,0,1.7429089986334600
Madhya Pradesh,Singrauli,1178132,5672.0,208,-42,22,-77,-29,-67,-51,105,78.0,0,11,11,0,2.718281828459050
Madhya Pradesh,Tikamgarh,1444920,5055.0,286,-42,22,-77,-29,-67,-51,105,78.0,0,6,2,0,1.3956124250860900
Madhya Pradesh,Ujjain,1986864,6091.0,356,-42,22,-77,-29,-67,-51,105,78.0,0,601,299,1,1.6446114566180800
Madhya Pradesh,Umaria,643579,4062.0,158,-42,22,-77,-29,-67,-51,105,78.0,0,5,4,0,2.225540928492470
Madhya Pradesh,Vidisha,1458212,7362.0,198,-42,22,-77,-29,-67,-51,105,78.0,0,20,5,0,1.2840254166877400
Maharashtra,Ahmednagar,4543083,17048.0,266,-59,29,-83,-41,-73,-66,59,83.4,0,84,32,1,1.4636779048023600
Maharashtra,Akola,1818617,5429.0,321,-59,29,-83,-41,-73,-66,59,83.4,0,437,235,0,1.7121629205611600
Maharashtra,Amravati,2887826,12235.0,237,-59,29,-83,-41,-73,-66,59,83.4,0,193,96,1,1.6444555000668400
Maharashtra,Aurangabad,3695928,10107.0,365,-59,29,-83,-41,-73,-66,59,83.4,0,59,41,1,2.0035392752824100
Maharashtra,Beed,2585962,10693.0,242,-59,29,-83,-41,-73,-66,59,83.4,0,32,31,0,2.6346490888156300
Maharashtra,Bhandara,1198810,3890.0,293,-59,29,-83,-41,-73,-66,59,83.4,1,14,13,0,2.530891035224010
Maharashtra,Buldhana,2588039,9661.0,268,-59,29,-83,-41,-73,-66,59,83.4,0,49,19,1,1.473668841601060
Maharashtra,Chandrapur,2194262,11443.0,192,-59,29,-83,-41,-73,-66,59,83.4,0,25,21,0,2.3163669767810900
Maharashtra,Dhule,2048781,8095.0,285,-59,29,-83,-41,-73,-66,59,83.4,0,129,58,0,1.567704430339670
Maharashtra,Gadchiroli,1071795,14412.0,74,-59,29,-83,-41,-73,-66,59,83.4,0,26,26,0,2.718281828459050
Maharashtra,Gondia,1322331,5431.0,253,-59,29,-83,-41,-73,-66,59,83.4,1,47,46,0,2.6610569786332600
Maharashtra,Hingoli,1178973,4526.0,244,-59,29,-83,-41,-73,-66,59,83.4,0,133,41,0,1.3610693488302400
Maharashtra,Jalgaon,4224442,11765.0,359,-59,29,-83,-41,-73,-66,59,83.4,0,447,202,0,1.5712972718823600
Maharashtra,Jalna,1958483,7718.0,255,-59,29,-83,-41,-73,-66,59,83.4,0,73,57,0,2.183265993448840
Maharashtra,Kolhapur,3874015,7685.0,504,-59,29,-83,-41,-73,-66,59,83.4,0,340,321,1,2.570544250369830
Maharashtra,Latur,2455543,7157.0,343,-59,29,-83,-41,-73,-66,59,83.4,0,82,37,0,1.570225928005120
Maharashtra,Mumbai,3145966,69.0,20038,-59,29,-83,-41,-73,-66,59,83.4,0,32974,23896,1,2.0640956357971800
Maharashtra,Mumbai Suburban,9332481,369.0,20925,-59,29,-83,-41,-73,-66,59,83.4,0,0,0,1,1.0
Maharashtra,Nanded,3356566,10528.0,319,-59,29,-83,-41,-73,-66,59,83.4,0,105,39,0,1.4498042849539200
Maharashtra,Nandurbar,1646177,5055.0,276,-59,29,-83,-41,-73,-66,59,83.4,0,32,10,0,1.3668379411738000
Maharashtra,Nagpur,4653171,9892.0,470,-59,29,-83,-41,-73,-66,59,83.4,0,481,140,1,1.3378452416266700
Maharashtra,Nashik,6109052,15539.0,393,-59,29,-83,-41,-73,-66,59,83.4,0,992,215,0,1.2420135222945300
Maharashtra,Osmanabad,1660311,7569.0,219,-59,29,-83,-41,-73,-66,59,83.4,0,37,29,0,2.1897421206865100
Maharashtra,Palghar,2990116,5344.0,560,-59,29,-83,-41,-73,-66,59,83.4,0,752,470,1,1.8682459574322200
Maharashtra,Parbhani,1835982,6511.0,295,-59,29,-83,-41,-73,-66,59,83.4,0,25,23,0,2.509290389936300
Maharashtra,Pune,9426959,15643.0,603,-59,29,-83,-41,-73,-66,59,83.4,0,6335,3223,1,1.6632289313588200
Maharashtra,Raigad,2635394,7152.0,368,-59,29,-83,-41,-73,-66,59,83.4,0,845,398,0,1.601604464595860
Maharashtra,Ratnagiri,1612672,8208.0,196,-59,29,-83,-41,-73,-66,59,83.4,1,171,104,0,1.837097966644040
Maharashtra,Sangli,2820575,8572.0,329,-59,29,-83,-41,-73,-66,59,83.4,0,87,41,1,1.6020184538165100
Maharashtra,Satara,3003922,10475.0,287,-59,29,-83,-41,-73,-66,59,83.4,0,339,206,0,1.8361474813762200
Maharashtra,Sindhudurg,848868,5207.0,163,-59,29,-83,-41,-73,-66,59,83.4,0,19,12,0,1.8805775692915300
Maharashtra,Solapur,4315527,14895.0,290,-59,29,-83,-41,-73,-66,59,83.4,0,646,328,0,1.6615317835827500
Maharashtra,Thane,11060148,4214.0,1157,-59,29,-83,-41,-73,-66,59,83.4,0,7315,5052,1,1.9949833014561200
Maharashtra,Wardha,1296157,6309.0,205,-59,29,-83,-41,-73,-66,59,83.4,0,7,6,0,2.3564184423836600
Maharashtra,Washim,1196714,5155.0,244,-59,29,-83,-41,-73,-66,59,83.4,0,8,7,0,2.398875293967100
Maharashtra,Yavatmal,2775457,13582.0,204,-59,29,-83,-41,-73,-66,59,83.4,0,115,24,1,1.232069963647600
Manipur,Bishnupur,240363,496.0,415,-24,11,-75,-17,-13,-22,71,45.4,0,0,0,0,1.0
Manipur,Chandel,144028,3317.0,37,-24,11,-75,-17,-13,-22,71,45.4,0,0,0,0,1.0
Manipur,Churachandpur,271274,4574.0,50,-24,11,-75,-17,-13,-22,71,45.4,0,17,17,0,2.718281828459050
Manipur,Imphal East,452661,710.0,555,-24,11,-75,-17,-13,-22,71,45.4,0,3,2,0,1.9477340410546800
Manipur,Imphal West,514683,519.0,847,-24,11,-75,-17,-13,-22,71,45.4,0,10,9,0,2.45960311115695
Manipur,Jiribam,43818,232.0,190,-24,11,-75,-17,-13,-22,71,45.4,0,0,0,0,1.0
Manipur,Kamjong,45616,2000.0,23,-24,11,-75,-17,-13,-22,71,45.4,0,0,0,0,1.0
Manipur,Pherzawl,47250,2285.0,21,-24,11,-75,-17,-13,-22,71,45.4,0,0,0,0,1.0
Manipur,Senapati,354772,3269.0,116,-24,11,-75,-17,-13,-22,71,45.4,0,0,0,0,1.0
Manipur,Tamenglong,140143,4391.0,25,-24,11,-75,-17,-13,-22,71,45.4,0,0,0,0,1.0
Manipur,Thoubal,420517,514.0,713,-24,11,-75,-17,-13,-22,71,45.4,0,0,0,0,1.0
Manipur,Ukhrul,183115,4547.0,31,-24,11,-75,-17,-13,-22,71,45.4,0,0,0,0,1.0
Meghalaya,East Garo Hills,317618,2603.0,121,-14,16,-69,-42,-19,-24,58,44.7,0,0,0,0,1.0
Meghalaya,East Khasi Hills,824059,2752.0,292,-14,16,-69,-42,-19,-24,58,44.7,0,13,0,0,1.0
Meghalaya,East Jaintia Hills,122436,2115.0,58,-14,16,-69,-42,-19,-24,58,44.7,0,0,0,0,1.0
Meghalaya,North Garo Hills,118325,1113.0,106,-14,16,-69,-42,-19,-24,58,44.7,0,1,1,0,2.718281828459050
Meghalaya,Ribhoi,258380,2378.0,109,-14,16,-69,-42,-19,-24,58,44.7,0,0,0,0,1.0
Meghalaya,South Garo Hills,142574,1850.0,77,-14,16,-69,-42,-19,-24,58,44.7,0,0,0,0,1.0
Meghalaya,South West Garo Hills,172495,822.0,210,-14,16,-69,-42,-19,-24,58,44.7,0,0,0,0,1.0
Meghalaya,South West Khasi Hills,110152,1341.0,82,-14,16,-69,-42,-19,-24,58,44.7,0,0,0,0,1.0
Meghalaya,West Jaintia Hills,270352,1693.0,160,-14,16,-69,-42,-19,-24,58,44.7,0,0,0,0,1.0
Meghalaya,West Garo Hills,642923,3714.0,173,-14,16,-69,-42,-19,-24,58,44.7,0,1,1,0,2.718281828459050
Meghalaya,West Khasi Hills,385601,5247.0,73,-14,16,-69,-42,-19,-24,58,44.7,0,0,0,0,1.0
Mizoram,Aizawl,404054,3577.0,113,-13,5,-74,-11,-14,15,97,60.4,0,1,0,0,1.0
Mizoram,Champhai,125370,3168.0,39,-13,5,-74,-11,-14,15,97,60.4,0,0,0,0,1.0
Mizoram,Kolasib,83054,1386.0,60,-13,5,-74,-11,-14,15,97,60.4,0,0,0,0,1.0
Mizoram,Lawngtlai,117444,2519.0,46,-13,5,-74,-11,-14,15,97,60.4,0,0,0,0,1.0
Mizoram,Lunglei,154094,4572.0,34,-13,5,-74,-11,-14,15,97,60.4,0,0,0,0,1.0
Mizoram,Mamit,85757,2967.0,28,-13,5,-74,-11,-14,15,97,60.4,0,0,0,0,1.0
Mizoram,Saiha,56366,1414.0,40,-13,5,-74,-11,-14,15,97,60.4,0,0,0,0,1.0
Mizoram,Serchhip,64875,1424.0,46,-13,5,-74,-11,-14,15,97,60.4,0,0,0,0,1.0
Nagaland,Dimapur,379769,926.0,410,-8,11,-68,-38,-61,-47,67,53.8,0,6,6,0,2.718281828459050
Nagaland,Kiphire,74033,1255.0,66,-8,11,-68,-38,-61,-47,67,53.8,0,0,0,0,1.0
Nagaland,Kohima,270063,1041.0,213,-8,11,-68,-38,-61,-47,67,53.8,0,3,3,0,2.718281828459050
Nagaland,Longleng,50593,885.0,89,-8,11,-68,-38,-61,-47,67,53.8,0,0,0,0,1.0
Nagaland,Mokokchung,193171,1615.0,120,-8,11,-68,-38,-61,-47,67,53.8,0,0,0,0,1.0
Nagaland,Mon,259604,1786.0,145,-8,11,-68,-38,-61,-47,67,53.8,0,0,0,0,1.0
Nagaland,Peren,163294,2300.0,55,-8,11,-68,-38,-61,-47,67,53.8,0,0,0,0,1.0
Nagaland,Phek,163294,2026.0,81,-8,11,-68,-38,-61,-47,67,53.8,0,0,0,0,1.0
Nagaland,Tuensang,414801,4228.0,98,-8,11,-68,-38,-61,-47,67,53.8,0,0,0,0,1.0
Nagaland,Wokha,166239,1628.0,120,-8,11,-68,-38,-61,-47,67,53.8,0,0,0,0,1.0
Nagaland,Zunheboto,141014,1255.0,112,-8,11,-68,-38,-61,-47,67,53.8,0,0,0,0,1.0
Odisha,Angul,1271703,6347.0,199,-23,14,-72,-21,-32,-47,46,75.3,0,25,10,0,1.4918246976412700
Odisha,Boudh,439917,4289.0,142,-23,14,-72,-21,-32,-47,46,75.3,0,33,29,0,2.4079791741199200
Odisha,Bhadrak,1506522,2788.0,601,-23,14,-72,-21,-32,-47,46,75.3,0,106,32,1,1.35240811523746
Odisha,Balangir,1648574,6552.0,251,-23,14,-72,-21,-32,-47,46,75.3,0,54,50,0,2.524204404943700
Odisha,Bargarh,1478833,5832.0,253,-23,14,-72,-21,-32,-47,46,75.3,1,1,1,0,2.718281828459050
Odisha,Balasore,2317419,3706.0,609,-23,14,-72,-21,-32,-47,46,75.3,0,139,20,0,1.1547511798753700
Odisha,Cuttack,2618708,3915.0,666,-23,14,-72,-21,-32,-47,46,75.3,0,86,71,0,2.2832078259289200
Odisha,Dhenkanal,1192948,4597.0,268,-23,14,-72,-21,-32,-47,46,75.3,0,7,6,0,2.3564184423836600
Odisha,Ganjam,3520151,8033.0,429,-23,14,-72,-21,-32,-47,46,75.3,0,368,82,0,1.2496032325359900
Odisha,Gajapati,575880,3056.0,133,-23,14,-72,-21,-32,-47,46,75.3,0,10,10,0,2.718281828459050
Odisha,Jharsuguda,579499,2202.0,274,-23,14,-72,-21,-32,-47,46,75.3,0,6,4,0,1.9477340410546800
Odisha,Jajpur,1826275,2885.0,630,-23,14,-72,-21,-32,-47,46,75.3,0,242,116,0,1.6150062763876400
Odisha,Jagatsinghpur,1136604,1759.0,681,-23,14,-72,-21,-32,-47,46,75.3,0,47,42,0,2.443953515482020
Odisha,Khordha,2246341,2888.0,799,-23,14,-72,-21,-32,-47,46,75.3,0,99,39,1,1.4828106786375900
Odisha,Kendujhar,1802777,8336.0,217,-23,14,-72,-21,-32,-47,46,75.3,0,20,13,0,1.9155408290139000
Odisha,Kalahandi,1573054,8197.0,199,-23,14,-72,-21,-32,-47,46,75.3,0,15,13,0,2.3789677299066300
Odisha,Kandhamal,731952,6004.0,91,-23,14,-72,-21,-32,-47,46,75.3,0,13,13,0,2.718281828459050
Odisha,Koraput,1376934,8534.0,156,-23,14,-72,-21,-32,-47,46,75.3,0,7,6,0,2.3564184423836600
Odisha,Kendrapara,1439891,2546.0,545,-23,14,-72,-21,-32,-47,46,75.3,0,61,34,0,1.7460865893651000
Odisha,Malkangiri,612727,6115.0,106,-23,14,-72,-21,-32,-47,46,75.3,0,19,19,0,2.718281828459050
Odisha,Mayurbhanj,2513895,10418.0,241,-23,14,-72,-21,-32,-47,46,75.3,0,16,5,0,1.3668379411738000
Odisha,Nabarangapur,1218762,5135.0,230,-23,14,-72,-21,-32,-47,46,75.3,0,1,1,0,2.718281828459050
Odisha,Nuapada,606490,3408.0,157,-23,14,-72,-21,-32,-47,46,75.3,0,14,14,0,2.718281828459050
Odisha,Nayagarh,962215,3954.0,247,-23,14,-72,-21,-32,-47,46,75.3,0,50,44,0,2.4108997064172100
Odisha,Puri,1697983,3055.0,488,-23,14,-72,-21,-32,-47,46,75.3,0,85,60,0,2.0256332200586400
Odisha,Rayagada,961959,7585.0,136,-23,14,-72,-21,-32,-47,46,75.3,0,0,0,0,1.0
Odisha,Sambalpur,1044410,6702.0,158,-23,14,-72,-21,-32,-47,46,75.3,0,5,5,0,2.718281828459050
Odisha,Subarnapur,652107,2284.0,279,-23,14,-72,-21,-32,-47,46,75.3,0,1,1,0,2.718281828459050
Odisha,Sundargarh,2080664,9942.0,214,-23,14,-72,-21,-32,-47,46,75.3,0,39,12,0,1.3602823761150600
Punjab,Amritsar,2490891,2673.0,932,-34,16,-70,-15,-73,-53,76,97.6,1,331,28,1,1.088273118554990
Punjab,Barnala,596294,1423.0,419,-34,16,-70,-15,-73,-53,76,97.6,1,22,1,0,1.0465034351948700
Punjab,Bathinda,1388859,3355.0,414,-34,16,-70,-15,-73,-53,76,97.6,1,42,1,0,1.0240952335529800
Punjab,Faridkot,618008,1472.0,424,-34,16,-70,-15,-73,-53,76,97.6,1,62,1,0,1.0162598072441500
Punjab,Fatehgarh Sahib,599814,1180.0,508,-34,16,-70,-15,-73,-53,76,97.6,1,57,0,0,1.0
Punjab,Fazilka,1180483,3113.0,379,-34,16,-70,-15,-73,-53,76,97.6,1,44,0,0,1.0
Punjab,Gurdaspur,2299026,3542.0,649,-34,16,-70,-15,-73,-53,76,97.6,1,132,7,0,1.0544615980169800
Punjab,Hoshiarpur,1582793,3397.0,466,-34,16,-70,-15,-73,-53,76,97.6,1,110,17,0,1.167127328093990
Punjab,Jalandhar,2181753,2625.0,831,-34,16,-70,-15,-73,-53,76,97.6,1,230,28,1,1.1294594217571800
Punjab,Kapurthala,817668,1646.0,501,-34,16,-70,-15,-73,-53,76,97.6,1,36,3,0,1.086904049521230
Punjab,Ludhiana,3487882,3744.0,975,-34,16,-70,-15,-73,-53,76,97.6,1,175,33,1,1.2075233315728100
Punjab,Mansa,768808,2174.0,350,-34,16,-70,-15,-73,-53,76,97.6,1,32,0,1,1.0
Punjab,Moga,992289,2235.0,444,-34,16,-70,-15,-73,-53,76,97.6,1,59,0,1,1.0
Punjab,Sri Muktsar Sahib,902702,2596.0,348,-34,16,-70,-15,-73,-53,76,97.6,1,66,1,0,1.0152668812779900
Punjab,Pathankot,626154,929.0,674,-34,16,-70,-15,-73,-53,76,97.6,1,44,15,1,1.406225396378750
Punjab,Patiala,2892282,3175.0,596,-34,16,-70,-15,-73,-53,76,97.6,1,108,5,0,1.0473847011935000
Punjab,Rupnagar,683349,1400.0,488,-34,16,-70,-15,-73,-53,76,97.6,1,60,0,0,1.0
Punjab,S.A.S. Nagar,986147,1188.0,830,-34,16,-70,-15,-73,-53,76,97.6,1,103,1,1,1.0097560205540700
Punjab,Sangrur,1654408,3685.0,449,-34,16,-70,-15,-73,-53,76,97.6,1,89,1,0,1.0112993154817900
Punjab,Shahid Bhagat Singh Nagar,614362,1283.0,479,-34,16,-70,-15,-73,-53,76,97.6,1,106,4,1,1.0384568872793200
Punjab,Tarn Taran,1120070,2414.0,464,-34,16,-70,-15,-73,-53,76,97.6,1,154,2,0,1.0130717104989100
Rajasthan,Ajmer,2584913,8481.0,305,-37,18,-74,-14,-73,-50,103,78.1,0,309,65,0,1.234117311555450
Rajasthan,Alwar,3671999,8380.0,438,-37,18,-74,-14,-73,-50,103,78.1,0,51,17,0,1.3956124250860900
Rajasthan,Bikaner,2367745,27244.0,78,-37,18,-74,-14,-73,-50,103,78.1,0,86,33,1,1.4677357838392300
Rajasthan,Barmer,2604453,28387.0,92,-37,18,-74,-14,-73,-50,103,78.1,1,91,85,0,2.544835303270780
Rajasthan,Banswara,1798194,5037.0,399,-37,18,-74,-14,-73,-50,103,78.1,0,85,12,1,1.1516278584994900
Rajasthan,Bharatpur,2549121,5066.0,503,-37,18,-74,-14,-73,-50,103,78.1,0,151,24,1,1.1722680743158700
Rajasthan,Baran,1223921,6955.0,175,-37,18,-74,-14,-73,-50,103,78.1,0,5,1,0,1.2214027581601700
Rajasthan,Bundi,1113725,5550.0,193,-37,18,-74,-14,-73,-50,103,78.1,0,0,0,0,1.0
Rajasthan,Bhilwara,2410459,10455.0,230,-37,18,-74,-14,-73,-50,103,78.1,0,128,70,1,1.7278450565271600
Rajasthan,Churu,2041172,16830.0,148,-37,18,-74,-14,-73,-50,103,78.1,0,85,34,0,1.4918246976412700
Rajasthan,Chittorgarh,1544392,10856.0,193,-37,18,-74,-14,-73,-50,103,78.1,0,174,24,0,1.1478963822765400
Rajasthan,Dausa,1637226,3429.0,476,-37,18,-74,-14,-73,-50,103,78.1,0,46,11,0,1.2701441967618600
Rajasthan,Dholpur,1207293,3084.0,398,-37,18,-74,-14,-73,-50,103,78.1,0,43,17,0,1.4849020896855400
Rajasthan,Dungarpur,1388906,3771.0,368,-37,18,-74,-14,-73,-50,103,78.1,0,332,323,0,2.6455832893310000
Rajasthan,Ganganagar,1969520,10990.0,179,-37,18,-74,-14,-73,-50,103,78.1,1,2,2,0,2.718281828459050
Rajasthan,Hanumangarh,1779650,9670.0,184,-37,18,-74,-14,-73,-50,103,78.1,0,14,0,0,1.0
Rajasthan,Jhunjhunu,2139658,5928.0,361,-37,18,-74,-14,-73,-50,103,78.1,0,98,41,1,1.5194787477592200
Rajasthan,Jalore,1830151,10640.0,172,-37,18,-74,-14,-73,-50,103,78.1,0,154,132,1,2.3564184423836600
Rajasthan,Jodhpur,3685681,22850.0,161,-37,18,-74,-14,-73,-50,103,78.1,0,1291,280,1,1.2422026504056800
Rajasthan,Jaipur,6663971,11152.0,598,-37,18,-74,-14,-73,-50,103,78.1,0,1875,529,1,1.3259555022680100
Rajasthan,Jaisalmer,672008,38401.0,17,-37,18,-74,-14,-73,-50,103,78.1,0,68,24,1,1.423247420534690
Rajasthan,Jhalawar,1411327,6219.0,227,-37,18,-74,-14,-73,-50,103,78.1,0,135,87,0,1.904928441668330
Rajasthan,Karauli,1458459,5530.0,264,-37,18,-74,-14,-73,-50,103,78.1,0,11,5,0,1.5754571033903200
Rajasthan,Kota,1950491,5446.0,374,-37,18,-74,-14,-73,-50,103,78.1,0,414,85,1,1.2279105802183100
Rajasthan,Nagaur,3309234,17718.0,187,-37,18,-74,-14,-73,-50,103,78.1,0,416,261,0,1.8727423354267200
Rajasthan,Pali,2038533,12387.0,165,-37,18,-74,-14,-73,-50,103,78.1,1,360,274,0,2.1406534033766300
Rajasthan,Pratapgarh,868231,4112.0,211,-37,18,-74,-14,-73,-50,103,78.1,0,13,9,0,1.9983217280388500
Rajasthan,Rajsamand,1158283,3853.0,302,-37,18,-74,-14,-73,-50,103,78.1,0,126,85,0,1.963253752422850
Rajasthan,Sikar,2677737,7732.0,346,-37,18,-74,-14,-73,-50,103,78.1,0,158,123,0,2.178161152146770
Rajasthan,Sawai Madhopur,1338114,4500.0,257,-37,18,-74,-14,-73,-50,103,78.1,0,19,5,0,1.3010321288603400
Rajasthan,Sirohi,1037185,5136.0,202,-37,18,-74,-14,-73,-50,103,78.1,0,139,133,0,2.603442303833490
Rajasthan,Tonk,1421711,7194.0,198,-37,18,-74,-14,-73,-50,103,78.1,0,159,2,1,1.0126580598940300
Rajasthan,Udaipur,3067549,13430.0,242,-37,18,-74,-14,-73,-50,103,78.1,0,517,361,1,2.0102501913250900
Sikkim,East Sikkim,281293,954.0,295,-11,10,-61,-26,-41,-52,107,85.3,0,0,0,0,1.0
Sikkim,North Sikkim,43354,4226.0,10,-11,10,-61,-26,-41,-52,107,85.3,0,0,0,0,1.0
Sikkim,South Sikkim,146742,750.0,196,-11,10,-61,-26,-41,-52,107,85.3,0,1,1,0,2.718281828459050
Sikkim,West Sikkim,136299,1166.0,117,-11,10,-61,-26,-41,-52,107,85.3,0,0,0,0,1.0
Tamil Nadu,Ariyalur,752481,3208.0,387,-35,21,-73,-15,-44,-40,84,92.5,0,362,7,0,1.0195251876114200
Tamil Nadu,Chengalpattu,2556244,2945.0,868,-35,21,-73,-15,-44,-40,84,92.5,0,883,480,1,1.7221979604401700
Tamil Nadu,Chennai,7100000,426.0,17000,-35,21,-73,-15,-44,-40,84,92.5,0,12198,6300,1,1.676114154748890
Tamil Nadu,Coimbatore,3472578,7469.0,748,-35,21,-73,-15,-44,-40,84,92.5,0,145,0,1,1.0
Tamil Nadu,Cuddalore,2600880,3999.0,702,-35,21,-73,-15,-44,-40,84,92.5,0,438,21,1,1.049113168096450
Tamil Nadu,Dharmapuri,1502900,4532.0,332,-35,21,-73,-15,-44,-40,84,92.5,0,8,3,0,1.4549914146182000
Tamil Nadu,Dindigul,2161367,6058.0,357,-35,21,-73,-15,-44,-40,84,92.5,0,134,21,1,1.1696638711403300
Tamil Nadu,Erode,2259608,5714.0,397,-35,21,-73,-15,-44,-40,84,92.5,0,71,1,1,1.0141841610209700
Tamil Nadu,Kallakurichi,1370281,3520.0,389,-35,21,-73,-15,-44,-40,84,92.5,1,228,135,0,1.8077902863112500
Tamil Nadu,Kancheepuram,1166401,1656.0,704,-35,21,-73,-15,-44,-40,84,92.5,0,326,125,0,1.4673170289822000
Tamil Nadu,Kanyakumari,1863178,1685.0,1106,-35,21,-73,-15,-44,-40,84,92.5,0,59,31,1,1.6911752962803800
Tamil Nadu,Karur,1076588,2901.0,371,-35,21,-73,-15,-44,-40,84,92.5,0,80,13,1,1.1764483184486900
Tamil Nadu,Krishnagiri,1883731,5086.0,370,-35,21,-73,-15,-44,-40,84,92.5,0,25,5,0,1.2214027581601700
Tamil Nadu,Madurai,3991038,3676.0,823,-35,21,-73,-15,-44,-40,84,92.5,0,242,100,1,1.5116823058415100
Tamil Nadu,Nagapattinam,1614069,2716.0,668,-35,21,-73,-15,-44,-40,84,92.5,0,52,1,1,1.019416871522530
Tamil Nadu,Nilgiris,735071,2549.0,288,-35,21,-73,-15,-44,-40,84,92.5,0,14,1,0,1.0740414307163000
Tamil Nadu,Namakkal,1721179,3429.0,506,-35,21,-73,-15,-44,-40,84,92.5,0,77,0,1,1.0
Tamil Nadu,Perambalur,564511,1752.0,323,-35,21,-73,-15,-44,-40,84,92.5,0,139,4,0,1.0291950361719500
Tamil Nadu,Pudukkottai,1918725,4651.0,348,-35,21,-73,-15,-44,-40,84,92.5,0,22,15,0,1.977469865420560
Tamil Nadu,Ramanathapuram,1337560,4123.0,320,-35,21,-73,-15,-44,-40,84,92.5,0,65,34,0,1.6872110898240400
Tamil Nadu,Ranipet,1210277,2234.0,524,-35,21,-73,-15,-44,-40,84,92.5,0,97,21,0,1.241716684735870
Tamil Nadu,Salem,3480008,5245.0,663,-35,21,-73,-15,-44,-40,84,92.5,1,68,33,1,1.6246527776329100
