State,District,Population,Area,Density,Workplaces,Residential,Retail,Grocery,Parks,Stations,Air quality,Water accessibility,Thermal anomalies,Confirmed,Active,Hotspot,Growth Ratio
Tamil Nadu,Sivaganga,1341250,4086.0,324,-35,21,-73,-15,-44,-40,84,92.5,0,30,4,0,1.1426308117957200
Tamil Nadu,Tenkasi,1407627,2916.0,483,-35,21,-73,-15,-44,-40,84,92.5,0,85,31,0,1.440090389858450
Tamil Nadu,Tiruppur,2471222,5106.0,476,-35,21,-73,-15,-44,-40,84,92.5,0,114,0,1,1.0
Tamil Nadu,Tiruchirappalli,2713858,4407.0,602,-35,21,-73,-15,-44,-40,84,92.5,0,79,11,1,1.1494005048598200
Tamil Nadu,Theni,1243684,3066.0,433,-35,21,-73,-15,-44,-40,84,92.5,0,108,31,1,1.332473563434500
Tamil Nadu,Tirunelveli,1665253,3842.0,433,-35,21,-73,-15,-44,-40,84,92.5,0,302,155,1,1.6707038974652800
Tamil Nadu,Thanjavur,2402781,3397.0,691,-35,21,-73,-15,-44,-40,84,92.5,0,85,16,0,1.2071175095865200
Tamil Nadu,Thoothukkudi,1738376,4594.0,378,-35,21,-73,-15,-44,-40,84,92.5,0,193,113,0,1.7958747479139900
Tamil Nadu,Tirupathur,1111812,1792.0,620,-35,21,-73,-15,-44,-40,84,92.5,0,32,4,0,1.1331484530668300
Tamil Nadu,Thiruvallur,3725697,3424.0,1049,-35,21,-73,-15,-44,-40,84,92.5,0,833,354,1,1.5295445142772200
Tamil Nadu,Thiruvarur,1268094,2377.0,533,-35,21,-73,-15,-44,-40,84,92.5,0,43,10,1,1.2618238060756100
Tamil Nadu,Tiruvannamalai,2468965,6191.0,399,-35,21,-73,-15,-44,-40,84,92.5,0,263,171,0,1.9159050348934000
Tamil Nadu,Vellore,1614242,2080.0,776,-35,21,-73,-15,-44,-40,84,92.5,0,42,8,1,1.209825567923890
Tamil Nadu,Viluppuram,2093003,3725.0,562,-35,21,-73,-15,-44,-40,84,92.5,0,332,25,1,1.0782088636855800
Tamil Nadu,Virudhunagar,1943309,3446.0,454,-35,21,-73,-15,-44,-40,84,92.5,0,128,81,1,1.882898792081920
Telangana,Adilabad,708952,4185.97,171,-47,24,-83,-32,-69,-55,112,85.0,0,21,6,0,1.33071219744735
Telangana,Komaram Bheem,515835,4300.16,106,-47,24,-83,-32,-69,-55,112,85.0,0,7,5,0,2.042727070266140
Telangana,Bhadradri Kothagudem,1304811,8951.0,143,-47,24,-83,-32,-69,-55,112,85.0,0,4,0,0,1.0
Telangana,Hyderabad,3441992,4325.29,18172,-47,24,-83,-32,-69,-55,112,85.0,0,1216,888,1,2.075626753376370
Telangana,Jagtial,983414,3043.23,407,-47,24,-83,-32,-69,-55,112,85.0,0,4,2,0,1.6487212707001300
Telangana,Jangaon,582457,2187.5,259,-47,24,-83,-32,-69,-55,112,85.0,0,3,2,0,1.9477340410546800
Telangana,Jayashankar Bhupalapally,712257,6361.7,115,-47,24,-83,-32,-69,-55,112,85.0,0,3,3,0,2.718281828459050
Telangana,Jogulamba Gadwal,664971,2928.0,208,-47,24,-83,-32,-69,-55,112,85.0,0,45,19,1,1.5253474531238600
Telangana,Kamareddy,972625,3651.0,266,-47,24,-83,-32,-69,-55,112,85.0,0,12,4,0,1.3956124250860900
Telangana,Karimnagar,1016063,2379.07,473,-47,24,-83,-32,-69,-55,112,85.0,0,19,3,1,1.1710429205438200
Telangana,Khammam,1401639,4453.0,321,-47,24,-83,-32,-69,-55,112,85.0,0,8,5,0,1.8682459574322200
Telangana,Mahabubabad,770170,2876.7,269,-47,24,-83,-32,-69,-55,112,85.0,0,1,0,0,1.0
Telangana,Mahabubnagar,1318110,4037.0,281,-47,24,-83,-32,-69,-55,112,85.0,0,11,3,0,1.3135419572539500
Telangana,Mancherial,807037,4056.36,201,-47,24,-83,-32,-69,-55,112,85.0,0,1,0,0,1.0
Telangana,Medak,767428,2740.89,275,-47,24,-83,-32,-69,-55,112,85.0,0,5,1,0,1.2214027581601700
Telangana,Medchal Malkajgiri,2542203,5005.98,2251,-47,24,-83,-32,-69,-55,112,85.0,0,31,21,1,1.9687904213072900
Telangana,Nalgonda,1631399,2449.79,227,-47,24,-83,-32,-69,-55,112,85.0,0,18,6,1,1.3956124250860900
Telangana,Narayanpet,566874,2336.44,243,-47,24,-83,-32,-69,-55,112,85.0,0,2,1,0,1.6487212707001300
Telangana,Nagarkurnool,893308,6545.0,124,-47,24,-83,-32,-69,-55,112,85.0,0,2,0,0,1.0
Telangana,Nirmal,709415,3562.51,185,-47,24,-83,-32,-69,-55,112,85.0,0,20,7,1,1.4190675485932600
Telangana,Nizamabad,1534428,4153.0,366,-47,24,-83,-32,-69,-55,112,85.0,0,61,31,1,1.6622909168057000
Telangana,Peddapalli,795332,4614.74,356,-47,24,-83,-32,-69,-55,112,85.0,0,2,1,0,1.6487212707001300
Telangana,Rajanna Sircilla,546121,2030.89,273,-47,24,-83,-32,-69,-55,112,85.0,0,3,1,0,1.3956124250860900
Telangana,Ranga Reddy,2551731,1038.0,486,-47,24,-83,-32,-69,-55,112,85.0,0,56,37,1,1.936174822613620
Telangana,Sangareddy,1527628,4464.87,347,-47,24,-83,-32,-69,-55,112,85.0,0,9,3,0,1.3956124250860900
Telangana,Siddipet,993376,3425.19,279,-47,24,-83,-32,-69,-55,112,85.0,0,1,0,0,1.0
Telangana,Suryapet,1099560,3374.47,305,-47,24,-83,-32,-69,-55,112,85.0,0,84,60,0,2.042727070266140
Telangana,Vikarabad,881250,3385.0,274,-47,24,-83,-32,-69,-55,112,85.0,0,38,22,0,1.7841593794445300
Telangana,Wanaparthy,751553,2938.0,268,-47,24,-83,-32,-69,-55,112,85.0,0,0,0,0,1.0
Telangana,Warangal Urban,1135707,1304.5,826,-47,24,-83,-32,-69,-55,112,85.0,0,27,4,1,1.1596846887763700
Telangana,Warangal Rural,716457,2175.5,330,-47,24,-83,-32,-69,-55,112,85.0,0,0,0,0,1.0
Telangana,Yadadri Bhuvanagiri,726465,3091.48,239,-47,24,-83,-32,-69,-55,112,85.0,0,0,0,0,1.0
Tripura,Dhalai,377988,2400.0,157,-11,12,-70,-13,-9,-40,152,67.5,0,165,5,0,1.0307668402199400
Tripura,Gomati,436868,1522.8,287,-11,12,-70,-13,-9,-40,152,67.5,0,7,6,0,2.3564184423836600
Tripura,Khowai,327391,1005.67,326,-11,12,-70,-13,-9,-40,152,67.5,0,12,11,0,2.5009400136621300
Tripura,North Tripura,415946,1444.5,288,-11,12,-70,-13,-9,-40,152,67.5,0,7,4,0,1.770794952435160
Tripura,South Tripura,433737,1534.2,283,-11,12,-70,-13,-9,-40,152,67.5,0,4,4,0,2.718281828459050
Tripura,Unokoti,277335,591.93,469,-11,12,-70,-13,-9,-40,152,67.5,0,1,1,0,2.718281828459050
Tripura,West Tripura,917534,942.55,973,-11,12,-70,-13,-9,-40,152,67.5,0,8,8,0,2.718281828459050
Uttar Pradesh,Agra,4380793,4027.0,1084,-37,18,-74,-15,-50,-56,89,95.1,0,866,102,1,1.124999858558630
Uttar Pradesh,Aligarh,3673849,3747.0,1007,-37,18,-74,-15,-50,-56,89,95.1,1,129,56,0,1.5435863800290100
Uttar Pradesh,Prayagraj,5959798,5481.0,1087,-37,18,-74,-15,-50,-56,89,95.1,0,78,42,0,1.7133688813639800
Uttar Pradesh,Ambedkar Nagar,2398709,2372.0,1021,-37,18,-74,-15,-50,-56,89,95.1,0,49,45,0,2.505196931807420
Uttar Pradesh,Amethi,2549935,3063.0,830,-37,18,-74,-15,-50,-56,89,95.1,0,80,71,0,2.429049430604290
Uttar Pradesh,Amroha,1838771,2321.0,818,-37,18,-74,-15,-50,-56,89,95.1,0,59,27,0,1.580319621460290
Uttar Pradesh,Auraiya,1372287,2051.0,681,-37,18,-74,-15,-50,-56,89,95.1,0,22,7,0,1.3746261705388500
Uttar Pradesh,Azamgarh,4616509,4053.0,1139,-37,18,-74,-15,-50,-56,89,95.1,0,55,44,0,2.225540928492470
Uttar Pradesh,Baghpat,1302156,1345.0,986,-37,18,-74,-15,-50,-56,89,95.1,0,29,5,1,1.188169387804340
Uttar Pradesh,Bahraich,2384239,4926.0,415,-37,18,-74,-15,-50,-56,89,95.1,0,74,39,0,1.693888929411840
Uttar Pradesh,Ballia,3223642,2981.0,1081,-37,18,-74,-15,-50,-56,89,95.1,0,32,32,0,2.718281828459050
Uttar Pradesh,Balrampur,2149066,3349.0,642,-37,18,-74,-15,-50,-56,89,95.1,0,9,9,0,2.718281828459050
Uttar Pradesh,Banda,1799541,4413.0,404,-37,18,-74,-15,-50,-56,89,95.1,0,23,2,0,1.0908492504589300
Uttar Pradesh,Barabanki,3257983,3825.0,739,-37,18,-74,-15,-50,-56,89,95.1,0,142,119,0,2.311803992796580
Uttar Pradesh,Bareilly,4465344,4120.0,1084,-37,18,-74,-15,-50,-56,89,95.1,0,51,39,0,2.1483624104266800
Uttar Pradesh,Basti,2461056,2687.0,916,-37,18,-74,-15,-50,-56,89,95.1,0,143,97,1,1.9705677088610400
Uttar Pradesh,Bhadohi,1554203,960.0,1531,-37,18,-74,-15,-50,-56,89,95.1,0,30,27,0,2.45960311115695
Uttar Pradesh,Bijnor,3683896,4561.0,808,-37,18,-74,-15,-50,-56,89,95.1,0,80,33,0,1.5105895423076700
Uttar Pradesh,Budaun,3712738,5168.0,718,-37,18,-74,-15,-50,-56,89,95.1,0,36,19,0,1.6951610952772700
Uttar Pradesh,Bulandshahr,3498507,3719.0,788,-37,18,-74,-15,-50,-56,89,95.1,0,108,27,1,1.2840254166877400
Uttar Pradesh,Chandauli,1952713,2554.0,768,-37,18,-74,-15,-50,-56,89,95.1,0,21,21,0,2.718281828459050
Uttar Pradesh,Chitrakoot,990626,3202.0,315,-37,18,-74,-15,-50,-56,89,95.1,0,29,12,0,1.5125441543391800
Uttar Pradesh,Deoria,3098637,2535.0,1220,-37,18,-74,-15,-50,-56,89,95.1,0,60,51,0,2.3396468519259900
Uttar Pradesh,Etah,1761152,2456.0,717,-37,18,-74,-15,-50,-56,89,95.1,0,16,4,0,1.2840254166877400
Uttar Pradesh,Etawah,1579160,2287.0,683,-37,18,-74,-15,-50,-56,89,95.1,0,46,43,0,2.5466597758679700
Uttar Pradesh,Ayodhya,2468371,2765.0,1054,-37,18,-74,-15,-50,-56,89,95.1,0,70,66,0,2.5673061098152700
Uttar Pradesh,Farrukhabad,1887577,2279.0,865,-37,18,-74,-15,-50,-56,89,95.1,0,25,17,0,1.9738777322304500
Uttar Pradesh,Fatehpur,2632684,4152.0,634,-37,18,-74,-15,-50,-56,89,95.1,0,41,33,0,2.236423747585790
Uttar Pradesh,Firozabad,2496761,2361.0,1044,-37,18,-74,-15,-50,-56,89,95.1,0,227,28,1,1.1312780571456500
Uttar Pradesh,Gautam Buddha Nagar,1674714,1269.0,1252,-37,18,-74,-15,-50,-56,89,95.1,0,362,123,1,1.4046371392135000
Uttar Pradesh,Ghaziabad,4661452,1175.0,3967,-37,18,-74,-15,-50,-56,89,95.1,0,243,48,1,1.2183906690396100
Uttar Pradesh,Ghazipur,3622727,3377.0,1072,-37,18,-74,-15,-50,-56,89,95.1,0,92,73,0,2.2110737579665400
Uttar Pradesh,Gonda,3431386,4425.0,857,-37,18,-74,-15,-50,-56,89,95.1,0,52,24,0,1.5865128974999700
Uttar Pradesh,Gorakhpur,4436275,3325.0,1336,-37,18,-74,-15,-50,-56,89,95.1,0,60,48,0,2.225540928492470
Uttar Pradesh,Hamirpur,1104021,4325.0,268,-37,18,-74,-15,-50,-56,89,95.1,0,78,71,0,2.4849596208370000
Uttar Pradesh,Hapur,1338211,660.0,2028,-37,18,-74,-15,-50,-56,89,95.1,0,109,45,0,1.5111093299525900
Uttar Pradesh,Hardoi,4091380,5986.0,683,-37,18,-74,-15,-50,-56,89,95.1,0,38,32,0,2.3212486756648500
Uttar Pradesh,Hathras,1565678,1752.0,851,-37,18,-74,-15,-50,-56,89,95.1,0,22,2,0,1.0951694398746600
Uttar Pradesh,Jalaun,1670718,4565.0,366,-37,18,-74,-15,-50,-56,89,95.1,0,43,6,0,1.1497389121898800
Uttar Pradesh,Jaunpur,4476072,4038.0,1108,-37,18,-74,-15,-50,-56,89,95.1,0,138,115,0,2.300975890892830
Uttar Pradesh,Jhansi,2000755,5024.0,398,-37,18,-74,-15,-50,-56,89,95.1,0,32,2,0,1.0644944589178600
Uttar Pradesh,Kannauj,1658005,1993.0,792,-37,18,-74,-15,-50,-56,89,95.1,0,38,16,0,1.523564463901950
Uttar Pradesh,Kanpur Dehat,1795092,3021.0,594,-37,18,-74,-15,-50,-56,89,95.1,0,15,11,0,2.0820090840784600
Uttar Pradesh,Kanpur Nagar,4572951,3156.0,1415,-37,18,-74,-15,-50,-56,89,95.1,0,337,25,0,1.077004930610850
Uttar Pradesh,Kasganj,1438156,1955.0,736,-37,18,-74,-15,-50,-56,89,95.1,0,15,8,0,1.7046048653227500
Uttar Pradesh,Kaushambi,1596909,1837.0,897,-37,18,-74,-15,-50,-56,89,95.1,0,47,38,0,2.2445625305267500
Uttar Pradesh,Kushinagar,3560830,2909.0,1226,-37,18,-74,-15,-50,-56,89,95.1,0,10,6,0,1.8221188003905100
Uttar Pradesh,Lakhimpur Kheri,4013634,7674.0,523,-37,18,-74,-15,-50,-56,89,95.1,0,62,47,0,2.1341416238736300
Uttar Pradesh,Lalitpur,1218002,5039.0,242,-37,18,-74,-15,-50,-56,89,95.1,0,2,1,0,1.6487212707001300
Uttar Pradesh,Lucknow,4588455,2528.0,1815,-37,18,-74,-15,-50,-56,89,95.1,0,335,55,1,1.1784253574508900
Uttar Pradesh,Maharajganj,2665292,2953.0,903,-37,18,-74,-15,-50,-56,89,95.1,0,44,30,0,1.977469865420560
Uttar Pradesh,Mahoba,876055,2847.0,288,-37,18,-74,-15,-50,-56,89,95.1,0,10,7,0,2.0137527074704800
Uttar Pradesh,Mainpuri,1847194,2760.0,670,-37,18,-74,-15,-50,-56,89,95.1,0,27,14,0,1.6795376018198600
Uttar Pradesh,Mathura,2541894,3333.0,761,-37,18,-74,-15,-50,-56,89,95.1,0,65,18,0,1.3190649006014800
Uttar Pradesh,Mau,2205170,1713.0,1287,-37,18,-74,-15,-50,-56,89,95.1,0,15,14,0,2.5429716378079500
Uttar Pradesh,Meerut,3447405,2522.0,1342,-37,18,-74,-15,-50,-56,89,95.1,0,389,104,1,1.3065004953092000
Uttar Pradesh,Mirzapur,2494533,4522.0,561,-37,18,-74,-15,-50,-56,89,95.1,0,31,19,0,1.8457823504656200
Uttar Pradesh,Moradabad,4773138,3718.0,1284,-37,18,-74,-15,-50,-56,89,95.1,0,187,32,1,1.186636690013770
Uttar Pradesh,Muzaffarnagar,4138605,4008.0,1033,-37,18,-74,-15,-50,-56,89,95.1,0,50,25,0,1.6487212707001300
Uttar Pradesh,Pilibhit,2037225,3499.0,567,-37,18,-74,-15,-50,-56,89,95.1,0,41,35,0,2.3482222126009600
Uttar Pradesh,Pratapgarh,3173752,3717.0,854,-37,18,-74,-15,-50,-56,89,95.1,0,13,9,0,1.9983217280388500
Uttar Pradesh,Rae Bareli,3404004,4609.0,739,-37,18,-74,-15,-50,-56,89,95.1,0,67,18,0,1.3082059783214300
Uttar Pradesh,Rampur,2335398,2367.0,987,-37,18,-74,-15,-50,-56,89,95.1,0,170,137,0,2.238670925496730
Uttar Pradesh,Saharanpur,3464228,3689.0,939,-37,18,-74,-15,-50,-56,89,95.1,0,232,32,1,1.1478963822765400
Uttar Pradesh,Sambhal,2217020,2453.0,890,-37,18,-74,-15,-50,-56,89,95.1,0,68,29,0,1.5318414721193000
Uttar Pradesh,Sant Kabir Nagar,1714300,1442.0,1014,-37,18,-74,-15,-50,-56,89,95.1,0,64,27,0,1.5248179105313300
Uttar Pradesh,Shahjahanpur,3002376,4575.0,673,-37,18,-74,-15,-50,-56,89,95.1,0,19,17,0,2.446691838462350
Uttar Pradesh,Shamli,1274815,1063.0,1200,-37,18,-74,-15,-50,-56,89,95.1,0,42,12,1,1.33071219744735
Uttar Pradesh,Shrawasti,1114615,1948.0,572,-37,18,-74,-15,-50,-56,89,95.1,0,29,16,0,1.7362439627994600
Uttar Pradesh,Siddharthnagar,2553526,2751.0,882,-37,18,-74,-15,-50,-56,89,95.1,0,93,66,0,2.0333352382497100
Uttar Pradesh,Sitapur,4474446,5743.0,779,-37,18,-74,-15,-50,-56,89,95.1,0,39,15,1,1.4690491938490200
Uttar Pradesh,Sonbhadra,1862612,6788.0,274,-37,18,-74,-15,-50,-56,89,95.1,0,5,5,0,2.718281828459050
Uttar Pradesh,Sultanpur,3790922,4436.0,855,-37,18,-74,-15,-50,-56,89,95.1,0,68,59,0,2.381301194878940
Uttar Pradesh,Unnao,3110595,4561.0,682,-37,18,-74,-15,-50,-56,89,95.1,0,28,21,0,2.117000016612680
Uttar Pradesh,Varanasi,3682194,1535.0,2399,-37,18,-74,-15,-50,-56,89,95.1,1,161,79,0,1.6334318481340000
Uttarakhand,Almora,621927,3090.0,198,-27,17,-66,-14,-53,-45,88,92.3,0,15,12,0,2.225540928492470
Uttarakhand,Bageshwar,259840,2310.0,116,-27,17,-66,-14,-53,-45,88,92.3,0,8,8,0,2.718281828459050
Uttarakhand,Chamoli,391114,7692.0,49,-27,17,-66,-14,-53,-45,88,92.3,0,11,11,0,2.718281828459050
Uttarakhand,Champawat,259315,1781.0,147,-27,17,-66,-14,-53,-45,88,92.3,0,8,8,0,2.718281828459050
Uttarakhand,Dehradun,1698560,3088.0,550,-27,17,-66,-14,-53,-45,88,92.3,0,77,38,1,1.6380499729901400
Uttarakhand,Haridwar,1927029,2360.0,817,-27,17,-66,-14,-53,-45,88,92.3,0,35,28,0,2.225540928492470
Uttarakhand,Nainital,955128,3853.0,225,-27,17,-66,-14,-53,-45,88,92.3,0,135,125,1,2.524204404943700
Uttarakhand,Pauri Garhwal,686527,5438.0,129,-27,17,-66,-14,-53,-45,88,92.3,0,23,22,0,2.6026280920171900
Uttarakhand,Pithoragarh,485993,7110.0,69,-27,17,-66,-14,-53,-45,88,92.3,0,17,17,0,2.718281828459050
Uttarakhand,Rudraprayag,236857,1896.0,119,-27,17,-66,-14,-53,-45,88,92.3,0,3,3,0,2.718281828459050
Uttarakhand,Tehri Garhwal,616409,4085.0,169,-27,17,-66,-14,-53,-45,88,92.3,0,41,41,0,2.718281828459050
Uttarakhand,Udham Singh Nagar,1648367,2912.0,648,-27,17,-66,-14,-53,-45,88,92.3,0,50,43,1,2.3631606937057900
Uttarakhand,Uttarkashi,329686,7951.0,41,-27,17,-66,-14,-53,-45,88,92.3,0,10,9,0,2.45960311115695
West Bengal,Alipurduar,1700000,3383.0,400,-42,21,-82,-29,-51,-62,70,92.2,0,0,0,0,1.0
West Bengal,Bankura,3596292,6882.0,523,-42,21,-82,-29,-51,-62,70,92.2,0,15,15,0,2.718281828459050
West Bengal,Paschim Bardhaman,2882031,1603.0,1100,-42,21,-82,-29,-51,-62,70,92.2,0,41,29,0,2.028541522818640
West Bengal,Purba Bardhaman,4835532,5433.0,890,-42,21,-82,-29,-51,-62,70,92.2,0,41,34,0,2.291641315928220
West Bengal,Birbhum,3502387,4545.0,771,-42,21,-82,-29,-51,-62,70,92.2,0,33,22,0,1.9477340410546800
West Bengal,Cooch Behar,2822780,3387.0,833,-42,21,-82,-29,-51,-62,70,92.2,0,0,0,0,1.0
West Bengal,Dakshin Dinajpur,1670931,2183.0,753,-42,21,-82,-29,-51,-62,70,92.2,0,6,6,0,2.718281828459050
West Bengal,Darjeeling,1842034,3149.0,585,-42,21,-82,-29,-51,-62,70,92.2,0,14,7,0,1.6487212707001300
West Bengal,Hooghly,5520389,3149.0,1753,-42,21,-82,-29,-51,-62,70,92.2,0,239,111,0,1.5911151879363800
West Bengal,Howrah,4841638,1467.0,3300,-42,21,-82,-29,-51,-62,70,92.2,0,856,529,1,1.8551965627747500
West Bengal,Jalpaiguri,3869675,6227.0,621,-42,21,-82,-29,-51,-62,70,92.2,0,7,3,0,1.5350630092552100
West Bengal,Jhargram,1136548,3038.0,370,-42,21,-82,-29,-51,-62,70,92.2,0,6,3,0,1.6487212707001300
West Bengal,Kalimpong,251642,1054.0,239,-42,21,-82,-29,-51,-62,70,92.2,0,7,0,0,1.0
West Bengal,Kolkata,4486679,185.0,24252,-42,21,-82,-29,-51,-62,70,92.2,0,1808,857,1,1.6064140950387000
West Bengal,Malda,3997970,3733.0,1071,-42,21,-82,-29,-51,-62,70,92.2,0,115,96,0,2.3043130562124100
West Bengal,Murshidabad,7102430,5324.0,1334,-42,21,-82,-29,-51,-62,70,92.2,0,69,59,0,2.35154477619645
West Bengal,Nadia,5168488,3927.0,1316,-42,21,-82,-29,-51,-62,70,92.2,0,36,27,0,2.117000016612680
West Bengal,North 24 Parganas,10082852,4094.0,2463,-42,21,-82,-29,-51,-62,70,92.2,0,540,301,1,1.7461395982629000
West Bengal,Paschim Medinipur,5094238,9345.0,1076,-42,21,-82,-29,-51,-62,70,92.2,0,27,8,0,1.3448685773823500
West Bengal,Purba Medinipur,4417377,4736.0,923,-42,21,-82,-29,-51,-62,70,92.2,0,68,34,1,1.6487212707001300
West Bengal,Purulia,2927965,6259.0,468,-42,21,-82,-29,-51,-62,70,92.2,0,1,1,0,2.718281828459050
West Bengal,South 24 Parganas,8153176,9960.0,819,-42,21,-82,-29,-51,-62,70,92.2,0,156,95,0,1.8385447445145600
West Bengal,Uttar Dinajpur,3000849,3180.0,956,-42,21,-82,-29,-51,-62,70,92.2,0,47,40,0,2.3421371623370100
Andaman and Nicobar,Nicobars,36842,1841.0,20,-28,24,-83,-79,-70,-68,57,85.5,0,0,0,0,1.0
Andaman and Nicobar,North and Middle Andaman,105597,3736.0,28,-28,24,-83,-79,-70,-68,57,85.5,0,1,0,0,1.0
Andaman and Nicobar,South Andaman,238142,2672.0,89,-28,24,-83,-79,-70,-68,57,85.5,0,32,0,1,1.0
Chandigarh,Chandigarh,1055450,114.0,9258,-53,26,-85,-63,-97,-69,56,99.3,0,278,87,1,1.3674526647708900
Dadra and Nagar Haveli and Daman and Diu,Daman,191173,72.0,2651,-18,18,-57,24,-58,-49,58,98.7,0,0,0,0,1.0
Dadra and Nagar Haveli and Daman and Diu,Diu,52074,39.0,2058,-18,18,-57,24,-58,-49,58,98.7,0,0,0,0,1.0
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,343709,491.0,700,-18,18,-57,24,-58,-49,75,91.6,0,2,1,0,1.6487212707001300
Jammu and Kashmir,Anantnag,1070144,2853.0,375,127,17,26,175,296,258,45,76.8,0,278,161,0,1.784497192447300
Jammu and Kashmir,Bandipora,385099,3010.0,128,127,17,26,175,296,258,45,76.8,0,144,12,1,1.086904049521230
Jammu and Kashmir,Baramulla,1015503,3329.0,305,127,17,26,175,296,258,45,76.8,0,143,41,1,1.3320422445105400
Jammu and Kashmir,Doda,409576,11691.0,79,127,17,26,175,296,258,45,76.8,0,2,2,0,2.718281828459050
Jammu and Kashmir,Ganderbal,297003,258.0,1151,127,17,26,175,296,258,45,76.8,0,31,7,0,1.253333061208640
Jammu and Kashmir,Jammu,1526406,3097.0,596,127,17,26,175,296,258,45,76.8,0,109,73,1,1.953699531164320
Jammu and Kashmir,Kathua,615711,2651.0,232,127,17,26,175,296,258,45,76.8,0,53,38,0,2.048240500311620
Jammu and Kashmir,Kishtwar,230696,7737.0,30,127,17,26,175,296,258,45,76.8,0,7,6,0,2.3564184423836600
Jammu and Kashmir,Kulgam,422786,457.0,925,127,17,26,175,296,258,45,76.8,0,228,207,0,2.4790978822454300
Jammu and Kashmir,Kupwara,875564,2379.0,368,127,17,26,175,296,258,45,76.8,0,167,97,1,1.7875363362533100
Jammu and Kashmir,Pulwama,570060,1398.0,598,127,17,26,175,296,258,45,76.8,0,28,18,0,1.901907144218650
Jammu and Kashmir,Rajouri,619266,2630.0,235,127,17,26,175,296,258,45,76.8,0,13,9,1,1.9983217280388500
Jammu and Kashmir,Ramban,283313,1330.0,213,127,17,26,175,296,258,45,76.8,0,74,72,0,2.645798666323540
Jammu and Kashmir,Reasi,314714,1710.0,184,127,17,26,175,296,258,45,76.8,0,9,6,0,1.9477340410546800
Jammu and Kashmir,Samba,318611,913.0,318,127,17,26,175,296,258,45,76.8,0,29,19,0,1.9254744671155800
Jammu and Kashmir,Shopiyan,265960,312.0,852,127,17,26,175,296,258,45,76.8,0,129,22,1,1.185948214539500
Jammu and Kashmir,Srinagar,1269751,2228.0,703,127,17,26,175,296,258,45,76.8,0,188,56,1,1.3469898207558300
Jammu and Kashmir,Udhampur,555357,4550.0,211,127,17,26,175,296,258,45,76.8,0,39,17,1,1.546350186596630
Delhi,Central Delhi,582320,25.0,27730,-64,27,-82,-52,-94,-72,49,95.0,0,184,184,1,2.718281828459050
Delhi,East Delhi,1709346,440.0,27132,-64,27,-82,-52,-94,-72,49,95.0,0,38,38,1,2.718281828459050
Delhi,New Delhi,142004,22.0,4057,-64,27,-82,-52,-94,-72,49,95.0,0,37,37,1,2.718281828459050
Delhi,North Delhi,887978,59.0,14557,-64,27,-82,-52,-94,-72,49,95.0,0,60,60,1,2.718281828459050
Delhi,North East Delhi,2241624,52.0,36155,-64,27,-82,-52,-94,-72,49,95.0,0,25,25,0,2.718281828459050
Delhi,North West Delhi,3656539,130.0,8254,-64,27,-82,-52,-94,-72,49,95.0,0,32,31,1,2.6346490888156300
Delhi,South Delhi,2731929,250.0,11060,-64,27,-82,-52,-94,-72,49,95.0,0,70,70,1,2.718281828459050
Delhi,South West Delhi,2292958,395.0,5446,-64,27,-82,-52,-94,-72,49,95.0,0,42,42,1,2.718281828459050
Delhi,West Delhi,2543243,112.0,19563,-64,27,-82,-52,-94,-72,49,95.0,0,122,122,1,2.718281828459050
Puducherry,Karaikal,200222,157.0,1275,-21,23,-71,-18,-80,-39,53,97.8,0,2,0,0,1.0
Puducherry,Mahe,41816,9.0,4646,-21,23,-71,-18,-80,-39,53,97.8,0,4,2,0,1.6487212707001300
Puducherry,Yanam,55626,30.0,1854,-21,23,-71,-18,-80,-39,53,97.8,0,0,0,0,1.0
