State,District,Population,Area,Density,Confirmed,Active,Retail,Grocery,Parks,Stations,Workplaces,Residential
Uttar Pradesh,Mau,2205170,1713,1287,15,14,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Meerut,3447405,2522,1342,379,103,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Mirzapur,2494533,4522,561,31,24,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Moradabad,4773138,3718,1284,188,33,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Muzaffarnagar,4138605,4008,1033,46,21,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Pilibhit,2037225,3499,567,41,37,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Pratapgarh,3173752,3717,854,13,9,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Rae Bareli,3404004,4609,739,64,15,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Rampur,2335398,2367,987,167,140,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Saharanpur,3464228,3689,939,231,31,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Sambhal,2217020,2453,890,67,31,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Sant Kabir Nagar,1714300,1442,1014,64,31,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Shahjahanpur,3002376,4575,673,19,18,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Shamli,1274815,1063,1200,42,13,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Shrawasti,1114615,1948,572,29,16,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Siddharthnagar,2553526,2751,882,85,59,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Sitapur,4474446,5743,779,39,20,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Sonbhadra,1862612,6788,274,5,5,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Sultanpur,3790922,4436,855,62,57,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Unnao,3110595,4561,682,27,22,-74,-15,-50,-56,-37,+18
Uttar Pradesh,Varanasi,3682194,1535,2399,159,77,-74,-15,-50,-56,-37,+18
Uttarakhand,Almora,621927,3090,198,15,12,-66,-14,-53,-45,-27,+17
Uttarakhand,Bageshwar,259840,2310,116,8,8,-66,-14,-53,-45,-27,+17
Uttarakhand,Chamoli,391114,7692,49,11,11,-66,-14,-53,-45,-27,+17
Uttarakhand,Champawat,259315,1781,147,8,8,-66,-14,-53,-45,-27,+17
Uttarakhand,Dehradun,1698560,3088,550,79,40,-66,-14,-53,-45,-27,+17
Uttarakhand,Haridwar,1927029,2360,817,28,21,-66,-14,-53,-45,-27,+17
Uttarakhand,Nainital,955128,3853,225,136,126,-66,-14,-53,-45,-27,+17
Uttarakhand,Pauri Garhwal,686527,5438,129,10,9,-66,-14,-53,-45,-27,+17
Uttarakhand,Pithoragarh,485993,7110,69,17,17,-66,-14,-53,-45,-27,+17
Uttarakhand,Rudraprayag,236857,1896,119,3,3,-66,-14,-53,-45,-27,+17
Uttarakhand,Tehri Garhwal,616409,4085,169,25,25,-66,-14,-53,-45,-27,+17
Uttarakhand,Udham Singh Nagar,1648367,2912,648,50,43,-66,-14,-53,-45,-27,+17
Uttarakhand,Uttarkashi,329686,7951,41,10,9,-66,-14,-53,-45,-27,+17
West Bengal,Alipurduar,1700000,3383,400,0,0,-82,-29,-51,-62,-42,+21
West Bengal,Bankura,3596292,6882,523,3,3,-82,-29,-51,-62,-42,+21
West Bengal,Paschim Bardhaman,2882031,1603,1100,29,17,-82,-29,-51,-62,-42,+21
West Bengal,Purba Bardhaman,4835532,5433,890,30,24,-82,-29,-51,-62,-42,+21
West Bengal,Birbhum,3502387,4545,771,22,16,-82,-29,-51,-62,-42,+21
West Bengal,Cooch Behar,2822780,3387,833,0,0,-82,-29,-51,-62,-42,+21
West Bengal,Dakshin Dinajpur,1670931,2183,753,5,5,-82,-29,-51,-62,-42,+21
West Bengal,Darjeeling,1842034,3149,585,12,6,-82,-29,-51,-62,-42,+21
West Bengal,Hooghly,5520389,3149,1753,216,92,-82,-29,-51,-62,-42,+21
West Bengal,Howrah,4841638,1467,3300,812,519,-82,-29,-51,-62,-42,+21
West Bengal,Jalpaiguri,3869675,6227,621,4,0,-82,-29,-51,-62,-42,+21
West Bengal,Jhargram,1136548,3038,370,3,0,-82,-29,-51,-62,-42,+21
West Bengal,Kalimpong,251642,1054,239,7,0,-82,-29,-51,-62,-42,+21
West Bengal,Kolkata,4486679,185,24252,1693,826,-82,-29,-51,-62,-42,+21
West Bengal,Malda,3997970,3733,1071,115,103,-82,-29,-51,-62,-42,+21
West Bengal,Murshidabad,7102430,5324,1334,49,40,-82,-29,-51,-62,-42,+21
West Bengal,Nadia,5168488,3927,1316,27,18,-82,-29,-51,-62,-42,+21
West Bengal,North 24 Parganas,10082852,4094,2463,480,263,-82,-29,-51,-62,-42,+21
West Bengal,Paschim Medinipur,5094238,9345,1076,26,7,-82,-29,-51,-62,-42,+21
West Bengal,Purba Medinipur,4417377,4736,923,62,28,-82,-29,-51,-62,-42,+21
West Bengal,Purulia,2927965,6259,468,0,0,-82,-29,-51,-62,-42,+21
West Bengal,South 24 Parganas,8153176,9960,819,128,74,-82,-29,-51,-62,-42,+21
West Bengal,Uttar Dinajpur,3000849,3180,956,46,43,-82,-29,-51,-62,-42,+21
Andaman and Nicobar,Nicobars,36842,1841,20,0,0,-83,-79,-70,-68,-28,+24
Andaman and Nicobar,North and Middle Andaman,105597,3736,28,1,0,-83,-79,-70,-68,-28,+24
Andaman and Nicobar,South Andaman,238142,2672,89,32,0,-83,-79,-70,-68,-28,+24
Chandigarh,Chandigarh,1055450,114,9258,278,87,-85,-63,-97,-69,-53,+26
Dadra and Nagar Haveli and Daman and Diu,Daman,191173,72,2651,0,0,-57,+24,-58,-49,-18,+18
Dadra and Nagar Haveli and Daman and Diu,Diu,52074,39,2058,0,0,-57,+24,-58,-49,-18,+18
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,343709,491,700,2,1,-57,+24,-58,-49,-18,+18
Jammu and Kashmir,Anantnag,1070144,2853,375,278,165,+26,+175,+296,+258,+127,+17
Jammu and Kashmir,Bandipora,385099,3010,128,140,10,+26,+175,+296,+258,+127,+17
Jammu and Kashmir,Baramulla,1015503,3329,305,137,35,+26,+175,+296,+258,+127,+17
Jammu and Kashmir,Doda,409576,11691,79,2,2,+26,+175,+296,+258,+127,+17
Jammu and Kashmir,Ganderbal,297003,258,1151,27,3,+26,+175,+296,+258,+127,+17
Jammu and Kashmir,Jammu,1526406,3097,596,99,63,+26,+175,+296,+258,+127,+17
Jammu and Kashmir,Kathua,615711,2651,232,49,43,+26,+175,+296,+258,+127,+17
Jammu and Kashmir,Kishtwar,230696,7737,30,7,6,+26,+175,+296,+258,+127,+17
Jammu and Kashmir,Kulgam,422786,457,925,227,209,+26,+175,+296,+258,+127,+17
Jammu and Kashmir,Kupwara,875564,2379,368,166,96,+26,+175,+296,+258,+127,+17
Jammu and Kashmir,Pulwama,570060,1398,598,26,16,+26,+175,+296,+258,+127,+17
Jammu and Kashmir,Rajouri,619266,2630,235,13,9,+26,+175,+296,+258,+127,+17
Jammu and Kashmir,Ramban,283313,1330,213,45,44,+26,+175,+296,+258,+127,+17
Jammu and Kashmir,Reasi,314714,1710,184,6,5,+26,+175,+296,+258,+127,+17
Jammu and Kashmir,Samba,318611,913,318,27,20,+26,+175,+296,+258,+127,+17
Jammu and Kashmir,Shopiyan,265960,312,852,129,22,+26,+175,+296,+258,+127,+17
Jammu and Kashmir,Srinagar,1269751,2228,703,181,50,+26,+175,+296,+258,+127,+17
Jammu and Kashmir,Udhampur,555357,4550,211,37,15,+26,+175,+296,+258,+127,+17
Delhi,Central Delhi,582320,25,27730,184,184,-82,-52,-94,-72,-64,+27
Delhi,East Delhi,1709346,440,27132,38,38,-82,-52,-94,-72,-64,+27
Delhi,New Delhi,142004,22,4057,37,37,-82,-52,-94,-72,-64,+27
Delhi,North Delhi,887978,59,14557,60,60,-82,-52,-94,-72,-64,+27
Delhi,North East Delhi,2241624,52,36155,25,25,-82,-52,-94,-72,-64,+27
Delhi,North West Delhi,3656539,130,8254,32,31,-82,-52,-94,-72,-64,+27
Delhi,South Delhi,2731929,250,11060,70,70,-82,-52,-94,-72,-64,+27
Delhi,South West Delhi,2292958,395,5446,42,42,-82,-52,-94,-72,-64,+27
Delhi,West Delhi,2543243,112,19563,122,122,-82,-52,-94,-72,-64,+27
Puducherry,Karaikal,200222,157,1275,2,0,-71,-18,-80,-39,-21,+23
Puducherry,Mahe,41816,9,4646,4,2,-71,-18,-80,-39,-21,+23
Puducherry,Yanam,55626,30,1854,0,0,-71,-18,-80,-39,-21,+23
